description,alertlevel,alertscore,episodealertlevel,episodealertscore,fromdate,todate,severity,severitytext,source,iso3,GDACS ID,Exposed countries,Exposed population,Maximum wind speed (km/h),Maximum storm surge (m),Vulnerability,longitude,latitude,Category
"Green Tropical Cyclone CALVINIA-19 in Miscellaneous (French) Indian Ocean Islands, Mauritius from: 29 Dec 2019  to: 01 Jan 2020 .",Green,1.0,Green,1.0,2019-12-29 12:00:00,2020-01-01 12:00:00,129.6288,Tropical Storm (maximum wind speed of 130 km/h),JTWC,MUS,n.a,"Miscellaneous (French) Indian Ocean Islands, Mauritius",0.0,130.0,0.1,Medium,61.1,-29.1,1.0
"Green Tropical Cyclone SARAI-19 in Fiji, Tonga, Niue from: 26 Dec 2019  to: 31 Dec 2019 .",Green,1.0,Green,1.0,2019-12-26 06:00:00,2019-12-31 06:00:00,129.6288,Tropical Depression (maximum wind speed of 130 km/h),JTWC,FJI,n.a,"Fiji, Tonga, Niue",10000.0,130.0,0.3,Medium,-174.3,-20.3,1.0
Orange Tropical Cyclone PHANFONE-19 in Philippines from: 21 Dec 2019  to: 28 Dec 2019 .,Orange,2.0,Green,1.0,2019-12-21 18:00:00,2019-12-28 18:00:00,175.9248,Tropical Depression (maximum wind speed of 176 km/h),JTWC,PHL,n.a,Philippines,4500000.0,176.0,1.0,Medium,112.1,14.6,2.0
Green Tropical Cyclone FERDINAND-20 off-shore from: 23 Feb 2020  to: 29 Feb 2020 .,Green,1.0,Green,1.0,2020-02-23 18:00:00,2020-02-29 06:00:00,175.9248,Tropical Storm (maximum wind speed of 176 km/h),JTWC,-1,n.a,Off-shore,0.0,176.0,0.5,-1,111.3,-15.6,2.0
Green Tropical Cyclone ESTHER-20 in Australia from: 23 Feb 2020  to: 24 Feb 2020 .,Green,1.0,Green,1.0,2020-02-23 12:00:00,2020-02-24 06:00:00,92.592,Tropical Storm (maximum wind speed of 93 km/h),JTWC,AUS,n.a,Australia,0.0,93.0,1.4,Low,137.4,-16.7,-1.0
Green Tropical Cyclone 0NE-20 off-shore from: 25 Apr 2020  to: 26 Apr 2020 .,Green,1.0,Green,1.0,2020-04-25 15:00:00,2020-04-26 21:00:00,55.5552,Tropical Depression (maximum wind speed of 56 km/h),NOAA,-1,n.a,Off-shore,0.0,56.0,-1.0,-1,-119.4,16.2,-1.0
"Green Tropical Cyclone AMANDA-20 in Guatemala, Mexico, El Salvador, from: 30 May 2020  to: 31 May 2020 .",Green,1.0,Green,1.0,2020-05-30 21:00:00,2020-05-31 21:00:00,64.8144,Tropical Depression (maximum wind speed of 65 km/h),NOAA,SLV,n.a,"Guatemala, Mexico, El Salvador, ",0.0,65.0,0.4,High,-90.0,16.0,-1.0
Green Tropical Cyclone BERTHA-20 in United States from: 27 May 2020  to: 27 May 2020 .,Green,1.0,Green,1.0,2020-05-27 12:30:00,2020-05-27 21:00:00,83.3328,Tropical Depression (maximum wind speed of 83 km/h),NOAA,USA,n.a,United States,0.0,83.0,0.5,Low,-80.3,34.4,-1.0
Green Tropical Cyclone FOUR-E-20 off-shore from: 30 Jun 2020  to: 30 Jun 2020 .,Green,1.0,Green,1.0,2020-06-30 03:00:00,2020-06-30 21:00:00,55.5552,Tropical Depression (maximum wind speed of 56 km/h),NOAA,-1,n.a,Off-shore,0.0,56.0,-1.0,-1,-112.9,20.9,-1.0
Green Tropical Cyclone BORIS-20 off-shore from: 24 Jun 2020  to: 28 Jun 2020 .,Green,1.0,Green,1.0,2020-06-24 15:00:00,2020-06-28 03:00:00,64.8144,Tropical Depression (maximum wind speed of 65 km/h),NOAA,-1,n.a,Off-shore,0.0,65.0,-1.0,-1,-142.0,12.1,-1.0
"Orange Tropical Cyclone ISAIAS-20 in United States, Bahamas, Dominican Republic, Puerto Rico, Haiti, Virgin Islands  U.S., Turks and Caicos Islands, Virgin Islands  British, Cuba, Anguilla, Aruba, Netherlands Antilles, Saint Kitts and Nevis, Venezuela, Colombia, Montserrat, Antigua and Barbuda, Guadeloupe, Martinique, Saint Lucia, Saint Vincent and the Grenadines, Grenada, Barbados, Trinidad and Tobago, Dominica, Jamaica from: 28 Jul 2020  to: 05 Aug 2020 .",Orange,2.0,Green,1.0,2020-07-28 15:00:00,2020-08-05 09:00:00,138.888,Tropical Storm (maximum wind speed of 139 km/h),NOAA,BHS,n.a,"United States, Bahamas, Dominican Republic, Puerto Rico, Haiti, Virgin Islands  U.S., Turks and Caicos Islands, Virgin Islands  British, Cuba, Anguilla, Aruba, Netherlands Antilles, Saint Kitts and Nevis, Venezuela, Colombia, Montserrat, Antigua and Barbuda, Guadeloupe, Martinique, Saint Lucia, Saint Vincent and the Grenadines, Grenada, Barbados, Trinidad and Tobago, Dominica, Jamaica",920000.0,139.0,1.9,Low,-71.8,47.5,1.0
Green Tropical Cyclone TEN-20 off-shore from: 31 Jul 2020  to: 02 Aug 2020 .,Green,1.0,Green,1.0,2020-07-31 21:00:00,2020-08-02 03:00:00,55.5552,Tropical Depression (maximum wind speed of 56 km/h),NOAA,-1,n.a,Off-shore,0.0,56.0,-1.0,-1,-25.0,19.5,-1.0
"Green Tropical Cyclone DOUGLAS-20 in United States, from: 20 Jul 2020  to: 29 Jul 2020 .",Green,1.0,Green,1.0,2020-07-20 15:00:00,2020-07-29 15:00:00,212.9616,Tropical Depression (maximum wind speed of 213 km/h),NOAA,USA,n.a,"United States, ",0.0,213.0,0.2,Low,-175.4,24.7,4.0
"Red Tropical Cyclone HAISHEN-20 in Democratic Republic of Korea, Republic of Korea, Japan, China, from: 31 Aug 2020  to: 07 Sep 2020 .",Red,3.0,Orange,2.0,2020-08-31 12:00:00,2020-09-07 12:00:00,249.9984,Tropical Storm (maximum wind speed of 250 km/h),JTWC,PRK,n.a,"Democratic Republic of Korea, Republic of Korea, Japan, China, ",29900000.0,250.0,1.5,High,128.9,40.7,4.0
Green Tropical Cyclone OMAR-20 off-shore from: 31 Aug 2020  to: 05 Sep 2020 .,Green,1.0,Green,1.0,2020-08-31 21:00:00,2020-09-05 21:00:00,64.8144,Tropical Depression (maximum wind speed of 65 km/h),NOAA,-1,n.a,Off-shore,0.0,65.0,-1.0,-1,-56.9,38.4,-1.0
"Red Tropical Cyclone MAYSAK-20 in Republic of Korea, Japan, Democratic Republic of Korea, China from: 28 Aug 2020  to: 02 Sep 2020 .",Red,3.0,Red,3.0,2020-08-28 00:00:00,2020-09-02 18:00:00,231.48,Hurricane/Typhoon > 74 mph (maximum wind speed of 231 km/h),JTWC,PRK,n.a,"Republic of Korea, Japan, Democratic Republic of Korea, China",18300000.0,231.0,1.3,High,129.0,35.5,4.0
Green Tropical Cyclone ISELLE-20 off-shore from: 26 Aug 2020  to: 30 Aug 2020 .,Green,1.0,Green,1.0,2020-08-26 15:00:00,2020-08-30 21:00:00,92.592,Tropical Depression (maximum wind speed of 93 km/h),NOAA,-1,n.a,Off-shore,0.0,93.0,-1.0,-1,-113.3,23.7,-1.0
"Green Tropical Cyclone HERNAN-20 in Mexico, from: 26 Aug 2020  to: 28 Aug 2020 .",Green,1.0,Green,1.0,2020-08-26 09:00:00,2020-08-28 21:00:00,74.0736,Tropical Depression (maximum wind speed of 74 km/h),NOAA,MEX,n.a,"Mexico, ",0.0,74.0,0.2,Medium,-110.1,23.2,-1.0
"Orange Tropical Cyclone LAURA-20 in United States, Cuba, Haiti, Jamaica, Bahamas, Dominican Republic, Puerto Rico, Virgin Islands  U.S., Virgin Islands  British, Anguilla, Saint Kitts and Nevis, Montserrat, Antigua and Barbuda, Guadeloupe, Turks and Caicos Islands, Dominica from: 20 Aug 2020  to: 28 Aug 2020 .",Orange,2.0,Green,1.0,2020-08-20 03:00:00,2020-08-28 03:00:00,240.7392,Tropical Depression (maximum wind speed of 241 km/h),NOAA,USA,n.a,"United States, Cuba, Haiti, Jamaica, Bahamas, Dominican Republic, Puerto Rico, Virgin Islands  U.S., Virgin Islands  British, Anguilla, Saint Kitts and Nevis, Montserrat, Antigua and Barbuda, Guadeloupe, Turks and Caicos Islands, Dominica",1200000.0,241.0,3.0,Low,-92.0,35.1,4.0
"Red Tropical Cyclone BAVI-20 in China, Democratic Republic of Korea, Republic of Korea from: 21 Aug 2020  to: 27 Aug 2020 .",Red,3.0,Orange,2.0,2020-08-21 12:00:00,2020-08-27 06:00:00,185.184,Tropical Storm (maximum wind speed of 185 km/h),JTWC,PRK,n.a,"China, Democratic Republic of Korea, Republic of Korea",2700000.0,185.0,1.9,High,125.8,41.6,3.0
Green Tropical Cyclone MARIE-20 off-shore from: 29 Sep 2020  to: 07 Oct 2020 .,Green,1.0,Green,1.0,2020-09-29 09:00:00,2020-10-07 03:00:00,212.9616,Tropical Depression (maximum wind speed of 213 km/h),NOAA,-1,n.a,Off-shore,0.0,213.0,-1.0,-1,-136.2,22.5,4.0
Green Tropical Cyclone KUJIRA-20 off-shore from: 26 Sep 2020  to: 29 Sep 2020 .,Green,1.0,Green,1.0,2020-09-26 18:00:00,2020-09-29 18:00:00,120.3696,Tropical Storm (maximum wind speed of 120 km/h),JTWC,-1,n.a,Off-shore,0.0,120.0,-1.0,-1,158.2,38.0,1.0
Green Tropical Cyclone LOWELL-20 off-shore from: 20 Sep 2020  to: 25 Sep 2020 .,Green,1.0,Green,1.0,2020-09-20 21:00:00,2020-09-25 21:00:00,83.3328,Tropical Depression (maximum wind speed of 83 km/h),NOAA,-1,n.a,Off-shore,0.0,83.0,-1.0,-1,-130.5,21.6,-1.0
"Red Tropical Cyclone ETA-20 in Nicaragua, United States, Honduras from: 31 Oct 2020  to: 13 Nov 2020 .",Red,3.0,Green,1.0,2020-10-31 21:00:00,2020-11-13 09:00:00,240.7392,Tropical Storm (maximum wind speed of 241 km/h),NOAA,NIC,n.a,"Nicaragua, United States, Honduras",200000.0,241.0,1.4,Medium,-76.8,33.3,4.0
"Green Tropical Cyclone ASTANI-20 in China, Philippines, Viet Nam, Cambodia, Laos, from: 29 Oct 2020  to: 07 Nov 2020 .",Green,1.0,Green,1.0,2020-10-29 12:00:00,2020-11-07 12:00:00,101.8512,Tropical Depression (maximum wind speed of 102 km/h),JTWC,CHN,n.a,"China, Philippines, Viet Nam, Cambodia, Laos, ",0.0,102.0,0.6,Medium,118.6,22.6,-1.0
Red Tropical Cyclone GONI-20 in Philippines from: 28 Oct 2020  to: 06 Nov 2020 .,Red,3.0,Green,1.0,2020-10-28 00:00:00,2020-11-06 00:00:00,314.8128,Tropical Depression (maximum wind speed of 315 km/h),JTWC,PHL,n.a,Philippines,24400000.0,315.0,1.6,Medium,109.2,13.9,5.0
"Orange Tropical Cyclone ZETA-20 in United States, Mexico, Cuba from: 24 Oct 2020  to: 29 Oct 2020 .",Orange,2.0,Green,1.0,2020-10-24 21:00:00,2020-10-29 21:00:00,175.9248,Tropical Storm (maximum wind speed of 176 km/h),NOAA,MEX,n.a,"United States, Mexico, Cuba",3200000.0,176.0,1.5,Medium,-75.3,38.8,2.0
"Red Tropical Cyclone MOLAVE-20 in Viet Nam, Laos, Philippines, Cambodia, Thailand from: 24 Oct 2020  to: 28 Oct 2020 .",Red,3.0,Red,3.0,2020-10-24 00:00:00,2020-10-28 06:00:00,203.7024,Hurricane/Typhoon > 74 mph (maximum wind speed of 204 km/h),JTWC,VNM,n.a,"Viet Nam, Laos, Philippines, Cambodia, Thailand",4900000.0,204.0,0.9,High,108.5,15.4,3.0
Red Tropical Cyclone NIVAR-20 in India from: 23 Nov 2020  to: 26 Nov 2020 .,Red,3.0,Orange,2.0,2020-11-23 12:00:00,2020-11-26 00:00:00,129.6288,Tropical Storm (maximum wind speed of 130 km/h),JTWC,IND,n.a,India,6100000.0,130.0,0.6,High,79.4,12.3,1.0
"Green Tropical Cyclone CHALANE-20 in Mozambique, Zimbabwe, Madagascar, Botswana from: 24 Dec 2020  to: 30 Dec 2020 .",Green,1.0,Green,1.0,2020-12-24 18:00:00,2020-12-30 06:00:00,111.1104,Tropical Storm (maximum wind speed of 111 km/h),JTWC,MDG,n.a,"Mozambique, Zimbabwe, Madagascar, Botswana",0.0,111.0,1.1,High,34.6,-19.4,-1.0
Green Tropical Cyclone EIGHTEEN-21 in Australia from: 31 Jan 2021  to: 05 Feb 2021 .,Green,1.0,Green,1.0,2021-01-31 12:00:00,2021-02-05 00:00:00,64.8144,Tropical Storm (maximum wind speed of 65 km/h),JTWC,AUS,n.a,Australia,0.0,65.0,0.8,Low,112.3,-25.1,-1.0
"Green Tropical Cyclone LUCAS-21 in New Caledonia, Vanuatu, Solomon Islands from: 31 Jan 2021  to: 03 Feb 2021 .",Green,1.0,Green,1.0,2021-01-31 00:00:00,2021-02-03 00:00:00,120.3696,Tropical Storm (maximum wind speed of 120 km/h),JTWC,NCL,n.a,"New Caledonia, Vanuatu, Solomon Islands",0.0,120.0,0.3,Medium,167.1,-21.9,1.0
Orange Tropical Cyclone ANA-21 in Fiji from: 30 Jan 2021  to: 01 Feb 2021 .,Orange,2.0,Green,1.0,2021-01-30 00:00:00,2021-02-01 18:00:00,120.3696,Tropical Storm (maximum wind speed of 120 km/h),JTWC,FJI,n.a,Fiji,310000.0,120.0,0.7,Medium,179.6,-23.1,1.0
"Green Tropical Cyclone BINA-21 in Fiji, Wallis and Futuna, Tonga from: 30 Jan 2021  to: 01 Feb 2021 .",Green,1.0,Green,1.0,2021-01-30 18:00:00,2021-02-01 00:00:00,83.3328,Tropical Storm (maximum wind speed of 83 km/h),JTWC,FJI,n.a,"Fiji, Wallis and Futuna, Tonga",0.0,83.0,0.5,Medium,177.5,-15.6,-1.0
Green Tropical Cyclone THIRTEEN-21 in Cocos (Keeling) Islands from: 21 Jan 2021  to: 28 Jan 2021 .,Green,1.0,Green,1.0,2021-01-21 00:00:00,2021-01-28 00:00:00,64.8144,Tropical Depression (maximum wind speed of 65 km/h),JTWC,CCK,n.a,Cocos (Keeling) Islands,0.0,65.0,0.3,Low,87.4,-18.9,-1.0
"Green Tropical Cyclone MARIAN-21 in Cocos (Keeling) Islands, from: 26 Feb 2021  to: 06 Mar 2021 .",Green,1.0,Green,1.0,2021-02-26 00:00:00,2021-03-06 00:00:00,185.184,Tropical Storm (maximum wind speed of 185 km/h),JTWC,CCK,n.a,"Cocos (Keeling) Islands, ",0.0,185.0,0.2,Low,95.9,-25.8,3.0
"Green Tropical Cyclone CHOI-WAN-21 in Japan, China, Philippines, from: 29 May 2021  to: 05 Jun 2021 .",Green,1.0,Green,1.0,2021-05-29 18:00:00,2021-06-05 12:00:00,92.592,Tropical Depression (maximum wind speed of 93 km/h),JTWC,CHN,TC 1000785,"Japan, China, Philippines, ",0.0,93.0,0.5,Medium,128.5,27.9,-1.0
Green Tropical Cyclone BLANCA-21 off-shore from: 30 May 2021  to: 04 Jun 2021 .,Green,1.0,Green,1.0,2021-05-30 21:00:00,2021-06-04 09:00:00,92.592,Tropical Depression (maximum wind speed of 93 km/h),NOAA,-1,TC 1000786,Off-shore,0.0,93.0,-1.0,-1,-115.6,16.3,-1.0
"Orange Tropical Cyclone ELSA-21 in Barbados, Saint Lucia, Martinique, Saint Vincent and the Grenadines, Grenada, Dominica, Dominican Republic, Haiti, Cuba, United States, Jamaica, Trinidad and Tobago, Guadeloupe from: 30 Jun 2021  to: 09 Jul 2021 .",Orange,2.0,Green,1.0,2021-06-30 21:00:00,2021-07-09 21:00:00,138.888,Tropical Storm (maximum wind speed of 139 km/h),NOAA,VCT,n.a,"Barbados, Saint Lucia, Martinique, Saint Vincent and the Grenadines, Grenada, Dominica, Dominican Republic, Haiti, Cuba, United States, Jamaica, Trinidad and Tobago, Guadeloupe",90000.0,139.0,2.1,Medium,-69.5,43.0,1.0
Green Tropical Cyclone ENRIQUE-21 in Mexico from: 25 Jun 2021  to: 30 Jun 2021 .,Green,1.0,Green,1.0,2021-06-25 09:00:00,2021-06-30 21:00:00,148.1472,Tropical Depression (maximum wind speed of 148 km/h),NOAA,MEX,n.a,Mexico,0.0,148.0,0.1,Medium,-110.3,24.5,1.0
Green Tropical Cyclone JIMENA-21 off-shore from: 30 Jul 2021  to: 07 Aug 2021 .,Green,1.0,Green,1.0,2021-07-30 21:00:00,2021-08-07 03:00:00,64.8144,Tropical Depression (maximum wind speed of 65 km/h),NOAA,-1,n.a,Off-shore,0.0,65.0,-1.0,-1,-140.8,17.9,-1.0
Green Tropical Cyclone HILDA-21 off-shore from: 30 Jul 2021  to: 06 Aug 2021 .,Green,1.0,Green,1.0,2021-07-30 21:00:00,2021-08-06 15:00:00,138.888,Tropical Depression (maximum wind speed of 139 km/h),NOAA,-1,n.a,Off-shore,0.0,139.0,-1.0,-1,-134.1,23.1,1.0
"Green Tropical Cyclone LARRY-21 in Canada, Saint Pierre and Miquelon from: 31 Aug 2021  to: 11 Sep 2021 .",Green,1.0,Green,1.0,2021-08-31 21:00:00,2021-09-11 15:00:00,203.7024,Tropical Storm (maximum wind speed of 204 km/h),NOAA,CAN,n.a,"Canada, Saint Pierre and Miquelon",420000.0,204.0,0.9,Low,-48.2,54.0,3.0
"Green Tropical Cyclone SAM-21 in Greenland, Iceland, Faroe Islands from: 22 Sep 2021  to: 05 Oct 2021 .",Green,1.0,Green,1.0,2021-09-22 21:00:00,2021-10-05 09:00:00,240.7392,Hurricane/Typhoon > 74 mph (maximum wind speed of 241 km/h),NOAA,GRL,n.a,"Greenland, Iceland, Faroe Islands",0.0,241.0,0.2,Low,-39.4,51.0,4.0
Green Tropical Cyclone VICTOR-21 off-shore from: 29 Sep 2021  to: 04 Oct 2021 .,Green,1.0,Green,1.0,2021-09-29 15:00:00,2021-10-04 15:00:00,101.8512,Tropical Depression (maximum wind speed of 102 km/h),NOAA,-1,n.a,Off-shore,0.0,102.0,-1.0,-1,-45.2,18.8,-1.0
Orange Tropical Cyclone GULAB-21/SHAHEEN-21 in Oman from: 24 Sep 2021  to: 03 Oct 2021 .,Orange,2.0,Green,1.0,2021-09-24 06:00:00,2021-10-03 18:00:00,129.6288,Tropical Storm (maximum wind speed of 130 km/h),JTWC,OMN,n.a,Oman,280000.0,130.0,1.2,Medium,57.4,23.8,1.0
"Green Tropical Cyclone MINDULLE-21 in Japan, Russian Federation, Guam from: 22 Sep 2021  to: 01 Oct 2021 .",Green,1.0,Green,1.0,2021-09-22 12:00:00,2021-10-01 18:00:00,268.5168,Tropical Storm (maximum wind speed of 269 km/h),JTWC,GUM,n.a,"Japan, Russian Federation, Guam",0.0,269.0,0.5,Medium,145.6,37.4,5.0
Green Tropical Cyclone NYATOH-21 off-shore from: 29 Nov 2021  to: 30 Nov 2021 .,Green,1.0,Green,1.0,2021-11-29 12:00:00,2021-11-30 18:00:00,166.6656,Tropical Storm (maximum wind speed of 167 km/h),JTWC,-1,n.a,Off-shore,0.0,167.0,-1.0,-1,137.0,13.2,2.0
Green Tropical Cyclone SETH-22 off-shore from: 31 Dec 2021  to: 01 Jan 2022 .,Green,1.0,Green,1.0,2021-12-31 18:00:00,2022-01-01 06:00:00,101.8512,Tropical Storm (maximum wind speed of 102 km/h),JTWC,-1,n.a,Off-shore,0.0,102.0,0.3,-1,157.5,-21.8,-1.0
Red Tropical Cyclone BATSIRAI-22 in Madagascar from: 27 Jan 2022  to: 08 Feb 2022 .,Red,3.0,Green,1.0,2022-01-27 00:00:00,2022-02-08 12:00:00,231.48,Tropical Storm (maximum wind speed of 231 km/h),JTWC,MDG,n.a,Madagascar,2900000.0,231.0,0.4,High,41.8,-28.3,4.0
Green Tropical Cyclone NINE-22 off-shore from: 31 Jan 2022  to: 03 Feb 2022 .,Green,1.0,Green,1.0,2022-01-31 18:00:00,2022-02-03 18:00:00,64.8144,Tropical Depression (maximum wind speed of 65 km/h),JTWC,-1,n.a,Off-shore,0.0,65.0,0.2,-1,161.4,-18.2,-1.0
Orange Tropical Cyclone AGATHA-22 in Mexico from: 28 May 2022  to: 31 May 2022 .,Orange,2.0,Green,1.0,2022-05-28 03:00:00,2022-05-31 15:00:00,175.9248,Tropical Depression (maximum wind speed of 176 km/h),NOAA,MEX,176 km/h,Mexico,220000.0,176.0,0.4,Medium,-94.9,17.3,2.0
"Green Tropical Cyclone BONNIE-22 in Nicaragua, Costa Rica, Panama, Colombia, Venezuela, Aruba, Netherlands Antilles, Trinidad and Tobago from: 27 Jun 2022  to: 09 Jul 2022 .",Green,1.0,Green,1.0,2022-06-27 21:00:00,2022-07-09 21:00:00,185.184,Tropical Storm (maximum wind speed of 185 km/h),NOAA,CRI,185 km/h,"Nicaragua, Costa Rica, Panama, Colombia, Venezuela, Aruba, Netherlands Antilles, Trinidad and Tobago",0.0,185.0,0.8,Medium,-129.4,19.5,3.0
Green Tropical Cyclone AERE-22 in Japan from: 30 Jun 2022  to: 06 Jul 2022 .,Green,1.0,Green,1.0,2022-06-30 12:00:00,2022-07-06 18:00:00,83.3328,Tropical Storm (maximum wind speed of 83 km/h),JTWC,JPN,83 km/h,Japan,0.0,83.0,0.9,Low,144.4,33.8,-1.0
Orange Tropical Cyclone ORLENE-22 in Mexico from: 29 Sep 2022  to: 04 Oct 2022 .,Orange,2.0,Green,1.0,2022-09-29 03:00:00,2022-10-04 03:00:00,212.9616,Tropical Depression (maximum wind speed of 213 km/h),NOAA,MEX,213 km/h,Mexico,110000.0,213.0,0.6,Medium,-105.0,24.0,4.0
"Red Tropical Cyclone IAN-22 in United States, Cuba from: 23 Sep 2022  to: 02 Oct 2022 .",Red,3.0,Green,1.0,2022-09-23 09:00:00,2022-10-02 03:00:00,249.9984,Tropical Depression (maximum wind speed of 250 km/h),NOAA,CUB,250 km/h,"United States, Cuba",5200000.0,250.0,3.1,Low,-78.2,37.3,4.0
Green Tropical Cyclone ROKE-22 off-shore from: 28 Sep 2022  to: 02 Oct 2022 .,Green,1.0,Green,1.0,2022-09-28 06:00:00,2022-10-02 00:00:00,157.4064,Tropical Storm (maximum wind speed of 157 km/h),JTWC,-1,157 km/h,Off-shore,0.0,157.0,0.3,-1,152.5,36.3,2.0
Green Tropical Cyclone ELEVEN-22 off-shore from: 28 Sep 2022  to: 29 Sep 2022 .,Green,1.0,Green,1.0,2022-09-28 15:00:00,2022-09-29 21:00:00,55.5552,Tropical Depression (maximum wind speed of 56 km/h),NOAA,-1,56 km/h,Off-shore,0.0,56.0,-1.0,-1,-38.1,19.1,-1.0
"Red Tropical Cyclone FREDDY-23 in Mozambique, Madagascar from: 06 Feb 2023  to: 12 Mar 2023 .",Red,3.0,Red,3.0,2023-02-06 06:00:00,2023-03-12 00:00:00,249.9984,Hurricane/Typhoon > 74 mph (maximum wind speed of 250 km/h),JTWC,MDG,250 km/h,"Mozambique, Madagascar",2900000.0,250.0,0.6,High,36.9,-17.5,4.0
Green Tropical Cyclone DORA-23 off-shore from: 31 Jul 2023  to: 11 Aug 2023 .,Green,1.0,Green,1.0,2023-07-31 21:00:00,2023-08-11 21:00:00,231.48,Hurricane/Typhoon > 74 mph (maximum wind speed of 231 km/h),NOAA,-1,231 km/h,Off-shore,0.0,231.0,-1.0,-1,-179.3,15.3,4.0
Orange Tropical Cyclone KHANUN-23 in Japan from: 27 Jul 2023  to: 10 Aug 2023 .,Orange,2.0,Green,1.0,2023-07-27 06:00:00,2023-08-10 18:00:00,222.2208,Tropical Depression (maximum wind speed of 222 km/h),JTWC,JPN,222 km/h,Japan,1300000.0,222.0,0.8,Low,127.4,38.7,4.0
Red Tropical Cyclone HAIKUI-23 in China from: 28 Aug 2023  to: 04 Sep 2023 .,Red,3.0,Green,1.0,2023-08-28 12:00:00,2023-09-04 18:00:00,194.4432,Tropical Depression (maximum wind speed of 194 km/h),JTWC,CHN,194 km/h,China,5300000.0,194.0,1.5,Medium,117.3,23.7,3.0
"Red Tropical Cyclone KOINU-23 in China, Japan, Philippines from: 29 Sep 2023  to: 10 Oct 2023 .",Red,3.0,Green,1.0,2023-09-29 12:00:00,2023-10-10 00:00:00,212.9616,Tropical Depression (maximum wind speed of 213 km/h),JTWC,CHN,213 km/h,"China, Japan, Philippines",3800000.0,213.0,0.9,Medium,110.3,20.8,4.0
"Green Tropical Cyclone PHILIPPE-23 in Bermuda, Antigua and Barbuda, Montserrat, Puerto Rico, United States, Virgin Islands  British, Virgin Islands  U.S., Anguilla, Canada, Saint Kitts and Nevis, Guadeloupe, Dominica, Martinique from: 23 Sep 2023  to: 06 Oct 2023 .",Green,1.0,Green,1.0,2023-09-23 15:00:00,2023-10-06 15:00:00,92.592,Tropical Storm (maximum wind speed of 93 km/h),NOAA,MSR,93 km/h,"Bermuda, Antigua and Barbuda, Montserrat, Puerto Rico, United States, Virgin Islands  British, Virgin Islands  U.S., Anguilla, Canada, Saint Kitts and Nevis, Guadeloupe, Dominica, Martinique",0.0,93.0,-1.0,High,-64.6,30.7,-1.0
Green Tropical Cyclone PILAR-23 off-shore from: 28 Oct 2023  to: 06 Nov 2023 .,Green,1.0,Green,1.0,2023-10-28 21:00:00,2023-11-06 03:00:00,92.592,Tropical Depression (maximum wind speed of 93 km/h),NOAA,-1,93 km/h,Off-shore,0.0,93.0,-1.0,-1,-114.8,10.7,-1.0
Green Tropical Cyclone ALVARO-24 in Madagascar from: 31 Dec 2023  to: 04 Jan 2024 .,Green,1.0,Green,1.0,2023-12-31 12:00:00,2024-01-04 16:00:00,126.665856,Post-tropical Depression (maximum wind speed of 127 km/h),RSMC,MDG,111 km/h,Madagascar,0.0,127.0,0.1,High,57.3,-29.0,1.0
Green Tropical Cyclone 05-20232024-24 off-shore from: 30 Jan 2024  to: 02 Feb 2024 .,Green,1.0,Green,1.0,2024-01-30 18:00:00,2024-02-02 06:00:00,94.999392,Tropical Depression (maximum wind speed of 95 km/h),RSMC,-1,65 km/h,Off-shore,0.0,95.0,0.3,-1,68.56,-19.89,-1.0
Green Tropical Cyclone KIRRILY-24 in Australia from: 23 Jan 2024  to: 02 Feb 2024 .,Green,1.0,Green,1.0,2024-01-23 00:00:00,2024-02-02 06:00:00,101.8512,Tropical Storm (maximum wind speed of 102 km/h),JTWC,AUS,102 km/h,Australia,0.0,102.0,1.0,Low,138.6,-18.1,-1.0
Green Tropical Cyclone ANGGREK-24 off-shore from: 15 Jan 2024  to: 31 Jan 2024 .,Green,1.0,Green,1.0,2024-01-15 06:00:00,2024-01-31 06:00:00,212.9616,Hurricane/Typhoon > 74 mph (maximum wind speed of 213 km/h),JTWC,-1,213 km/h,Off-shore,0.0,213.0,0.8,-1,82.8,-32.4,4.0
Green Tropical Cyclone MALIKSI-24 in China from: 31 May 2024  to: 31 May 2024 .,Green,1.0,Green,1.0,2024-05-31 00:00:00,2024-05-31 18:00:00,55.5552,Tropical Depression (maximum wind speed of 56 km/h),JTWC,-1,56 km/h,China,0.0,56.0,-1.0,-1,111.4,21.6,-1.0
"Green Tropical Cyclone EWINIAR-24 in Philippines, Japan from: 24 May 2024  to: 31 May 2024 .",Green,1.0,Green,1.0,2024-05-24 18:00:00,2024-05-31 00:00:00,175.9248,Tropical Storm (maximum wind speed of 176 km/h),JTWC,PHL,176 km/h,"Philippines, Japan",30000.0,176.0,0.4,Medium,139.7,32.8,2.0
"Red Tropical Cyclone BERYL-24 in Haiti, Grenada, Jamaica, Trinidad and Tobago, Saint Vincent and the Grenadines, Mexico, Belize, United States from: 28 Jun 2024  to: 09 Jul 2024 .",Red,3.0,Green,1.0,2024-06-28 21:00:00,2024-07-09 09:00:00,268.5168,Tropical Depression (maximum wind speed of 269 km/h),NOAA,JAM,269 km/h,"Haiti, Grenada, Jamaica, Trinidad and Tobago, Saint Vincent and the Grenadines, Mexico, Belize, United States",9000000.0,269.0,1.6,Medium,-93.7,33.9,5.0
