,description,alertlevel,alertscore,episodealertlevel,episodealertscore,country,fromdate,todate,severity (magnitude),source,iso3,Death,Displaced,GDACS_ID,longitude,latitude
108,GREEN Flood in Kenya from: 13 Jan 2001 00 to: 14 Jan 2001 23.,GREEN,1.0,GREEN,1.0,Kenya ,2001-01-13 00:00:00,2001-01-14 23:59:59,3.94,DFO,KEN,4.0,-1.0,FL 1686,36.936,-1.253
109,GREEN Flood in France from: 05 Jan 2001 00 to: 07 Jan 2001 23.,GREEN,1.0,GREEN,1.0,France,2001-01-05 00:00:00,2001-01-07 23:59:59,4.07,DFO,FRA,0.0,80.0,FL 1685,5.012,50.366
110,GREEN Flood in Malawi from: 04 Jan 2001 00 to: 04 Jan 2001 23.,GREEN,1.0,GREEN,1.0,Malawi ,2001-01-04 00:00:00,2001-01-04 23:59:59,4.02,DFO,MWI,5.0,14.0,FL 1684,33.562,-10.694
111,GREEN Flood in USA from: 27 Feb 2001 00 to: 01 Mar 2001 23.,GREEN,1.0,GREEN,1.0,USA,2001-02-27 00:00:00,2001-03-01 23:59:59,2.16,DFO,USA,0.0,200.0,FL 1697,-90.314,41.508
112,GREEN Flood in Tanzania from: 27 Feb 2001 00 to: 27 Feb 2001 23.,GREEN,1.0,GREEN,1.0,Tanzania ,2001-02-27 00:00:00,2001-02-27 23:59:59,2.04,DFO,TZA,7.0,-1.0,FL 1698,39.237,-6.805
113,GREEN Flood in Australia from: 18 Feb 2001 00 to: 23 Feb 2001 23.,GREEN,1.0,GREEN,1.0,Australia,2001-02-18 00:00:00,2001-02-23 23:59:59,5.28,DFO,AUS,0.0,670.0,FL 1696,130.974,-16.604
114,ORANGE Flood in Bolivia from: 16 Feb 2001 00 to: 22 Feb 2001 23.,ORANGE,2.0,ORANGE,2.0,Bolivia ,2001-02-16 00:00:00,2001-02-22 23:59:59,3.66,DFO,BOL,19.0,200000.0,FL 1695,-63.947,-19.786
115,ORANGE Flood in Philippines from: 16 Feb 2001 00 to: 19 Feb 2001 23.,ORANGE,2.0,ORANGE,2.0,Philippines,2001-02-16 00:00:00,2001-02-19 23:59:59,4.38,DFO,PHL,17.0,98360.0,FL 1694,125.845,8.356
116,ORANGE Flood in Indonesia from: 04 Feb 2001 00 to: 18 Feb 2001 23.,ORANGE,2.0,ORANGE,2.0,Indonesia,2001-02-04 00:00:00,2001-02-18 23:59:59,5.83,DFO,IDN,131.0,81600.0,FL 1693,112.07,2.393
117,GREEN Flood in Australia from: 01 Feb 2001 00 to: 06 Feb 2001 23.,GREEN,1.0,GREEN,1.0,Australia ,2001-02-01 00:00:00,2001-02-06 23:59:59,5.82,DFO,AUS,1.0,300.0,FL 1692,151.002,-29.003
118,GREEN Flood in France from: 21 Mar 2001 00 to: 28 Mar 2001 23.,GREEN,1.0,GREEN,1.0,France ,2001-03-21 00:00:00,2001-03-28 23:59:59,5.8,DFO,FRA,0.0,1400.0,FL 1706,4.22,47.679
119,GREEN Flood in Portugal from: 21 Mar 2001 00 to: 22 Mar 2001 23.,GREEN,1.0,GREEN,1.0,Portugal ,2001-03-21 00:00:00,2001-03-22 23:59:59,3.21,DFO,PRT,3.0,200.0,FL 1707,-8.542,41.165
120,GREEN Flood in Peru from: 01 Mar 2001 00 to: 21 Mar 2001 23.,GREEN,1.0,GREEN,1.0,Peru ,2001-03-01 00:00:00,2001-03-21 23:59:59,5.56,DFO,PER,0.0,10800.0,FL 1708,-69.765,-16.062
121,GREEN Flood in Saudi Arabia from: 17 Mar 2001 00 to: 19 Mar 2001 23.,GREEN,1.0,GREEN,1.0,Saudi Arabia ,2001-03-17 00:00:00,2001-03-19 23:59:59,3.96,DFO,SUA,6.0,-1.0,FL 1705,46.736,24.529
122,ORANGE Flood in Germany from: 04 Mar 2001 00 to: 17 Mar 2001 23.,ORANGE,2.0,ORANGE,2.0,Germany,2001-03-04 00:00:00,2001-03-17 23:59:59,5.93,DFO,DEU,8.0,91000.0,FL 1699,22.643,47.933
123,GREEN Flood in Australia from: 08 Mar 2001 00 to: 15 Mar 2001 23.,GREEN,1.0,GREEN,1.0,Australia ,2001-03-08 00:00:00,2001-03-15 23:59:59,5.69,DFO,AUS,3.0,3000.0,FL 1703,152.865,-29.715
124,GREEN Flood in Ecuador from: 08 Mar 2001 00 to: 10 Mar 2001 23.,GREEN,1.0,GREEN,1.0,Ecuador ,2001-03-08 00:00:00,2001-03-10 23:59:59,3.84,DFO,ECU,11.0,1200.0,FL 1704,-80.119,-0.713
125,GREEN Flood in Malaysia from: 08 Mar 2001 00 to: 08 Mar 2001 23.,GREEN,1.0,GREEN,1.0,Malaysia ,2001-03-08 00:00:00,2001-03-08 23:59:59,2.87,DFO,MYS,0.0,12000.0,FL 1701,101.591,3.466
126,GREEN Flood in Türkiye from: 08 Mar 2001 00 to: 08 Mar 2001 23.,GREEN,1.0,GREEN,1.0,Türkiye ,2001-03-08 00:00:00,2001-03-08 23:59:59,3.69,DFO,TUR,4.0,600.0,FL 1702,38.954,37.554
127,GREEN Flood in Spain from: 06 Mar 2001 00 to: 07 Mar 2001 23.,GREEN,1.0,GREEN,1.0,Spain ,2001-03-06 00:00:00,2001-03-07 23:59:59,4.97,DFO,ESP,1.0,-1.0,FL 1700,-4.187,42.022
128,GREEN Flood in Uruguay from: 30 Apr 2001 00 to: 02 Jun 2001 23.,GREEN,1.0,GREEN,1.0,Uruguay ,2001-04-30 00:00:00,2001-06-02 23:59:59,5.37,DFO,URY,0.0,5000.0,FL 1718,-56.735,-30.333
129,GREEN Flood in USA from: 15 Apr 2001 00 to: 15 May 2001 23.,GREEN,1.0,GREEN,1.0,USA,2001-04-15 00:00:00,2001-05-15 23:59:59,6.59,DFO,USA,1.0,4400.0,FL 1712,-90.473,42.657
130,GREEN Flood in France from: 07 Apr 2001 00 to: 02 May 2001 23.,GREEN,1.0,GREEN,1.0,France,2001-04-07 00:00:00,2001-05-02 23:59:59,5.68,DFO,FRA,0.0,1029.0,FL 1710,2.368,50.047
131,GREEN Flood in Belarus from: 29 Apr 2001 00 to: 01 May 2001 23.,GREEN,1.0,GREEN,1.0,Belarus ,2001-04-29 00:00:00,2001-05-01 23:59:59,4.72,DFO,BLR,0.0,-1.0,FL 1717,29.032,52.057
132,GREEN Flood in Peru from: 25 Apr 2001 00 to: 26 Apr 2001 23.,GREEN,1.0,GREEN,1.0,Peru ,2001-04-25 00:00:00,2001-04-26 23:59:59,4.47,DFO,PER,9.0,300.0,FL 1713,-73.904,-11.887
133,GREEN Flood in Brazil from: 25 Apr 2001 00 to: 26 Apr 2001 23.,GREEN,1.0,GREEN,1.0,Brazil ,2001-04-25 00:00:00,2001-04-26 23:59:59,4.02,DFO,BRA,15.0,4500.0,FL 1714,-56.47,-15.449
134,GREEN Flood in Poland from: 22 Apr 2001 00 to: 26 Apr 2001 23.,GREEN,1.0,GREEN,1.0,Poland ,2001-04-22 00:00:00,2001-04-26 23:59:59,4.19,DFO,POL,0.0,-1.0,FL 1715,19.17,50.796
135,GREEN Flood in Malaysia from: 26 Apr 2001 00 to: 26 Apr 2001 23.,GREEN,1.0,GREEN,1.0,Malaysia ,2001-04-26 00:00:00,2001-04-26 23:59:59,2.93,DFO,MYS,2.0,-1.0,FL 1716,101.717,3.147
136,GREEN Flood in Angola from: 14 Apr 2001 00 to: 15 Apr 2001 23.,GREEN,1.0,GREEN,1.0,Angola ,2001-04-14 00:00:00,2001-04-15 23:59:59,4.17,DFO,ANG,18.0,300.0,FL 1711,13.508,-9.011
137,GREEN Flood in Angola from: 02 Apr 2001 00 to: 09 Apr 2001 23.,GREEN,1.0,GREEN,1.0,Angola ,2001-04-02 00:00:00,2001-04-09 23:59:59,5.3,DFO,ANG,20.0,15800.0,FL 1709,12.476,-14.938
138,GREEN Flood in USA from: 24 May 2001 00 to: 30 May 2001 23.,GREEN,1.0,GREEN,1.0,USA,2001-05-24 00:00:00,2001-05-30 23:59:59,4.46,DFO,USA,0.0,32.0,FL 1729,-157.137,64.979
139,GREEN Flood in El Salvador from: 25 May 2001 00 to: 30 May 2001 23.,GREEN,1.0,GREEN,1.0,El Salvador ,2001-05-25 00:00:00,2001-05-30 23:59:59,2.98,DFO,SLV,2.0,-1.0,FL 1730,-89.182,13.726
140,GREEN Flood in Haiti from: 16 May 2001 00 to: 18 May 2001 23.,GREEN,1.0,GREEN,1.0,Haiti ,2001-05-16 00:00:00,2001-05-18 23:59:59,4.37,DFO,HTI,15.0,-1.0,FL 1727,-72.474,19.067
141,GREEN Flood in DR Congo from: 18 May 2001 00 to: 18 May 2001 23.,GREEN,1.0,GREEN,1.0,DR Congo ,2001-05-18 00:00:00,2001-05-18 23:59:59,3.38,DFO,COD,30.0,-1.0,FL 1728,15.434,-4.169
142,GREEN Flood in Vietnam from: 15 May 2001 00 to: 17 May 2001 23.,GREEN,1.0,GREEN,1.0,Vietnam ,2001-05-15 00:00:00,2001-05-17 23:59:59,4.23,DFO,VNM,2.0,-1.0,FL 1726,107.55,16.307
143,GREEN Flood in Russia from: 01 May 2001 00 to: 17 May 2001 23.,GREEN,1.0,GREEN,1.0,Russia,2001-05-01 00:00:00,2001-05-17 23:59:59,5.44,DFO,RUS,0.0,15000.0,FL 1719,56.194,53.84
144,GREEN Flood in Eastern Russia from: 12 May 2001 00 to: 12 May 2001 00.,GREEN,1.0,Green,1.0,Eastern Russia ,2001-05-12 00:00:00,2001-05-12 00:00:00,8.2,DFO,   ,7.0,70000.0,FL 1725,106.619,58.489
145,GREEN Flood in Columbia from: 08 May 2001 00 to: 10 May 2001 23.,GREEN,1.0,GREEN,1.0,Columbia ,2001-05-08 00:00:00,2001-05-10 23:59:59,4.67,DFO,COL,0.0,5000.0,FL 1724,-72.9,6.903
146,GREEN Flood in Türkiye from: 07 May 2001 00 to: 08 May 2001 23.,GREEN,1.0,GREEN,1.0,Türkiye ,2001-05-07 00:00:00,2001-05-08 23:59:59,3.51,DFO,TUR,4.0,-1.0,FL 1722,36.214,36.197
147,GREEN Flood in USA from: 06 May 2001 00 to: 07 May 2001 23.,GREEN,1.0,GREEN,1.0,USA,2001-05-06 00:00:00,2001-05-07 23:59:59,2.69,DFO,USA,2.0,-1.0,FL 1723,-66.841,18.049
148,GREEN Flood in Iran from: 06 May 2001 00 to: 06 May 2001 23.,GREEN,1.0,GREEN,1.0,Iran ,2001-05-06 00:00:00,2001-05-06 23:59:59,3.33,DFO,IRN,32.0,800.0,FL 1721,57.42,37.494
149,GREEN Flood in Thailand from: 04 May 2001 00 to: 05 May 2001 23.,GREEN,1.0,GREEN,1.0,Thailand ,2001-05-04 00:00:00,2001-05-05 23:59:59,4.6,DFO,THA,30.0,4000.0,FL 1720,99.075,17.965
150,ORANGE Flood in Ghana from: 27 Jun 2001 00 to: 30 Jun 2001 23.,ORANGE,2.0,ORANGE,2.0,Ghana ,2001-06-27 00:00:00,2001-06-30 23:59:59,3.22,DFO,GHA,12.0,80000.0,FL 1740,-0.29,5.675
151,GREEN Flood in Cameroon from: 28 Jun 2001 00 to: 29 Jun 2001 23.,GREEN,1.0,GREEN,1.0,Cameroon ,2001-06-28 00:00:00,2001-06-29 23:59:59,3.34,DFO,CMR,22.0,1000.0,FL 1741,8.987,4.435
152,GREEN Flood in Nepal from: 26 Jun 2001 00 to: 26 Jun 2001 23.,GREEN,1.0,GREEN,1.0,Nepal,2001-06-26 00:00:00,2001-06-26 23:59:59,2.67,DFO,NPL,35.0,-1.0,FL 1739,84.82,27.877
153,GREEN Flood in East Timor from: 20 Jun 2001 00 to: 23 Jun 2001 23.,GREEN,1.0,GREEN,1.0,East Timor ,2001-06-20 00:00:00,2001-06-23 23:59:59,3.17,DFO,-1,1.0,400.0,FL 1738,126.949,-8.396
154,GREEN Flood in China from: 19 Jun 2001 00 to: 23 Jun 2001 23.,GREEN,1.0,GREEN,1.0,China ,2001-06-19 00:00:00,2001-06-23 23:59:59,4.26,DFO,CHN,66.0,10000.0,FL 1736,110.217,26.493
155,RED Flood in India from: 05 Jun 2001 00 to: 22 Jun 2001 23.,RED,3.0,RED,3.0,India,2001-06-05 00:00:00,2001-06-22 23:59:59,5.5,DFO,IND,15.0,800000.0,FL 1731,92.006,24.446
156,GREEN Flood in Poland from: 19 Jun 2001 00 to: 22 Jun 2001 23.,GREEN,1.0,GREEN,1.0,Poland,2001-06-19 00:00:00,2001-06-22 23:59:59,4.76,DFO,POL,9.0,6000.0,FL 1735,18.49,44.7
157,GREEN Flood in India from: 20 Jun 2001 00 to: 21 Jun 2001 23.,GREEN,1.0,GREEN,1.0,India ,2001-06-20 00:00:00,2001-06-21 23:59:59,4.89,DFO,IND,29.0,-1.0,FL 1737,71.287,22.828
158,GREEN Flood in Ecuador from: 11 Jun 2001 00 to: 20 Jun 2001 23.,GREEN,1.0,GREEN,1.0,Ecuador ,2001-06-11 00:00:00,2001-06-20 23:59:59,4.56,DFO,ECU,41.0,8000.0,FL 1734,-79.066,-4.623
159,ORANGE Flood in China from: 06 Jun 2001 00 to: 17 Jun 2001 23.,ORANGE,2.0,ORANGE,2.0,China ,2001-06-06 00:00:00,2001-06-17 23:59:59,5.36,DFO,CHN,100.0,237000.0,FL 1732,111.647,22.209
160,GREEN Flood in USA from: 06 Jun 2001 00 to: 13 Jun 2001 23.,GREEN,1.0,GREEN,1.0,USA,2001-06-06 00:00:00,2001-06-13 23:59:59,5.41,DFO,USA,47.0,30000.0,FL 1733,-93.683,29.767
161,RED Flood in India from: 08 Jul 2001 00 to: 10 Aug 2001 23.,RED,3.0,RED,3.0,India ,2001-07-08 00:00:00,2001-08-10 23:59:59,6.85,DFO,IND,100.0,2000000.0,FL 1747,84.799,21.056
162,GREEN Flood in Poland from: 20 Jul 2001 00 to: 03 Aug 2001 23.,GREEN,1.0,GREEN,1.0,Poland ,2001-07-20 00:00:00,2001-08-03 23:59:59,5.86,DFO,POL,30.0,16000.0,FL 1758,20.837,49.729
163,GREEN Flood in Nepal from: 29 Jul 2001 00 to: 01 Aug 2001 23.,GREEN,1.0,GREEN,1.0,Nepal ,2001-07-29 00:00:00,2001-08-01 23:59:59,3.72,DFO,NPL,20.0,100.0,FL 1764,81.624,29.297
164,ORANGE Flood in Indonesia from: 31 Jul 2001 00 to: 01 Aug 2001 23.,ORANGE,2.0,ORANGE,2.0,Indonesia,2001-07-31 00:00:00,2001-08-01 23:59:59,3.7,DFO,IDN,108.0,1500.0,FL 1765,97.754,0.816
165,GREEN Flood in Indonesia from: 31 Jul 2001 00 to: 01 Aug 2001 23.,GREEN,1.0,GREEN,1.0,Indonesia,2001-07-31 00:00:00,2001-08-01 23:59:59,3.68,DFO,IDN,1.0,3000.0,FL 1767,122.413,-1.315
166,RED Flood in Northern Bangladesh and Eastern India from: 31 Jul 2001 00 to: 31 Jul 2001 00.,RED,3.0,Red,3.0,Northern Bangladesh and Eastern India,2001-07-31 00:00:00,2001-07-31 00:00:00,6.8,DFO,   ,36.0,2750000.0,FL 1766,89.573,25.93
167,GREEN Flood in Taiwan from: 29 Jul 2001 00 to: 30 Jul 2001 23.,GREEN,1.0,GREEN,1.0,Taiwan,2001-07-29 00:00:00,2001-07-30 23:59:59,4.2,DFO,TWN,78.0,-1.0,FL 1762,121.341,23.511
168,GREEN Flood in South Korea from: 29 Jul 2001 00 to: 30 Jul 2001 23.,GREEN,1.0,GREEN,1.0,South Korea,2001-07-29 00:00:00,2001-07-30 23:59:59,3.65,DFO,KOR,3.0,12000.0,FL 1763,127.063,37.473
169,GREEN Flood in Yemen from: 26 Jul 2001 00 to: 29 Jul 2001 23.,GREEN,1.0,GREEN,1.0,Yemen  ,2001-07-26 00:00:00,2001-07-29 23:59:59,4.64,DFO,YEM,20.0,-1.0,FL 1760,44.187,14.559
170,GREEN Flood in USA from: 29 Jul 2001 00 to: 29 Jul 2001 23.,GREEN,1.0,GREEN,1.0,USA,2001-07-29 00:00:00,2001-07-29 23:59:59,4.15,DFO,USA,2.0,300.0,FL 1761,-81.566,37.324
171,GREEN Flood in China from: 25 Jul 2001 00 to: 26 Jul 2001 23.,GREEN,1.0,GREEN,1.0,China ,2001-07-25 00:00:00,2001-07-26 23:59:59,4.43,DFO,CHN,30.0,-1.0,FL 1759,104.681,34.359
172,ORANGE Flood in Pakistan from: 22 Jul 2001 00 to: 25 Jul 2001 23.,ORANGE,2.0,ORANGE,2.0,Pakistan ,2001-07-22 00:00:00,2001-07-25 23:59:59,5.65,DFO,PAK,230.0,40000.0,FL 1757,73.261,34.989
173,GREEN Flood in Nicaragua from: 21 Jul 2001 00 to: 22 Jul 2001 23.,GREEN,1.0,GREEN,1.0,Nicaragua ,2001-07-21 00:00:00,2001-07-22 23:59:59,3.71,DFO,NIC,2.0,10000.0,FL 1756,-84.253,12.178
174,GREEN Flood in Nigeria from: 22 Jul 2001 00 to: 22 Jul 2001 23.,GREEN,1.0,GREEN,1.0,Nigeria ,2001-07-22 00:00:00,2001-07-22 23:59:59,3.03,DFO,NGA,0.0,3802.0,FL 1768,6.167,12.529
175,GREEN Flood in Iran from: 20 Jul 2001 00 to: 21 Jul 2001 23.,GREEN,1.0,GREEN,1.0,Iran ,2001-07-20 00:00:00,2001-07-21 23:59:59,4.17,DFO,IRN,34.0,-1.0,FL 1755,48.02,38.607
176,RED Flood in Philippines from: 01 Jul 2001 00 to: 19 Jul 2001 23.,RED,3.0,RED,3.0,Philippines,2001-07-01 00:00:00,2001-07-19 23:59:59,6.89,DFO,PHL,178.0,800000.0,FL 1743,110.999,22.909
177,GREEN Flood in USA from: 17 Jul 2001 00 to: 18 Jul 2001 23.,GREEN,1.0,GREEN,1.0,USA,2001-07-17 00:00:00,2001-07-18 23:59:59,3.84,DFO,USA,3.0,-1.0,FL 1754,-84.558,39.538
178,GREEN Flood in India from: 16 Jul 2001 00 to: 16 Jul 2001 23.,GREEN,1.0,GREEN,1.0,India ,2001-07-16 00:00:00,2001-07-16 23:59:59,3.39,DFO,IND,26.0,-1.0,FL 1753,79.858,30.774
179,GREEN Flood in India from: 04 Jul 2001 00 to: 16 Jul 2001 23.,GREEN,1.0,GREEN,1.0,India,2001-07-04 00:00:00,2001-07-16 23:59:59,4.76,DFO,IND,86.0,40000.0,FL 1744,76.423,9.727
180,GREEN Flood in South Korea from: 14 Jul 2001 00 to: 15 Jul 2001 23.,GREEN,1.0,GREEN,1.0,South Korea ,2001-07-14 00:00:00,2001-07-15 23:59:59,3.65,DFO,ZAF,52.0,572.0,FL 1752,127.063,37.473
181,GREEN Flood in Taiwan from: 11 Jul 2001 00 to: 13 Jul 2001 23.,GREEN,1.0,GREEN,1.0,Taiwan,2001-07-11 00:00:00,2001-07-13 23:59:59,3.9,DFO,TWN,5.0,-1.0,FL 1751,120.441,22.627
182,GREEN Flood in Russia from: 07 Jul 2001 00 to: 13 Jul 2001 23.,GREEN,1.0,GREEN,1.0,Russia,2001-07-07 00:00:00,2001-07-13 23:59:59,6.51,DFO,RUS,11.0,20000.0,FL 1745,101.959,55.239
183,GREEN Flood in China from: 11 Jul 2001 00 to: 12 Jul 2001 23.,GREEN,1.0,GREEN,1.0,China ,2001-07-11 00:00:00,2001-07-12 23:59:59,4.56,DFO,CHN,29.0,-1.0,FL 1749,101.598,36.675
184,GREEN Flood in Ivory Coast from: 11 Jul 2001 00 to: 11 Jul 2001 23.,GREEN,1.0,GREEN,1.0,Ivory Coast ,2001-07-11 00:00:00,2001-07-11 23:59:59,3.26,DFO,CIV,2.0,-1.0,FL 1750,-4.047,5.361
185,GREEN Flood in Poland from: 10 Jul 2001 00 to: 10 Jul 2001 23.,GREEN,1.0,GREEN,1.0,Poland ,2001-07-10 00:00:00,2001-07-10 23:59:59,3.13,DFO,POL,4.0,650.0,FL 1748,18.574,54.285
186,GREEN Flood in USA from: 08 Jul 2001 00 to: 09 Jul 2001 23.,GREEN,1.0,GREEN,1.0,USA,2001-07-08 00:00:00,2001-07-09 23:59:59,4.53,DFO,USA,2.0,6000.0,FL 1746,-81.877,37.84
187,GREEN Flood in Vietnam from: 03 Jul 2001 00 to: 06 Jul 2001 23.,GREEN,1.0,GREEN,1.0,Vietnam,2001-07-03 00:00:00,2001-07-06 23:59:59,5.02,DFO,VNM,32.0,13000.0,FL 1742,105.853,21.664
188,RED Flood in Cambodia from: 15 Aug 2001 00 to: 19 Nov 2001 23.,RED,3.0,RED,3.0,Cambodia,2001-08-15 00:00:00,2001-11-19 23:59:59,7.16,DFO,KHM,416.0,1060000.0,FL 1781,105.382,11.768
189,GREEN Flood in Chad from: 19 Aug 2001 00 to: 11 Oct 2001 23.,GREEN,1.0,GREEN,1.0,Chad ,2001-08-19 00:00:00,2001-10-11 23:59:59,6.75,DFO,TCD,100.0,40000.0,FL 1778,16.261,9.327
190,GREEN Flood in Guinea from: 18 Aug 2001 00 to: 09 Oct 2001 23.,GREEN,1.0,GREEN,1.0,Guinea,2001-08-18 00:00:00,2001-10-09 23:59:59,7.45,DFO,GIN,11.0,43500.0,FL 1793,-9.227,10.549
191,GREEN Flood in Sudan from: 06 Aug 2001 00 to: 13 Sep 2001 23.,GREEN,1.0,GREEN,1.0,Sudan,2001-08-06 00:00:00,2001-09-13 23:59:59,7.34,DFO,SDN,5.0,45000.0,FL 1772,34.428,14.997
192,ORANGE Flood in India from: 20 Aug 2001 00 to: 11 Sep 2001 23.,ORANGE,2.0,ORANGE,2.0,India ,2001-08-20 00:00:00,2001-09-11 23:59:59,5.91,DFO,IND,65.0,300000.0,FL 1789,83.051,26.756
193,GREEN Flood in China from: 28 Aug 2001 00 to: 09 Sep 2001 23.,GREEN,1.0,GREEN,1.0,China,2001-08-28 00:00:00,2001-09-09 23:59:59,5.27,DFO,CHN,4.0,50000.0,FL 1787,109.503,19.39
194,ORANGE Flood in Nigeria from: 27 Aug 2001 00 to: 04 Sep 2001 23.,ORANGE,2.0,ORANGE,2.0,Nigeria ,2001-08-27 00:00:00,2001-09-04 23:59:59,5.41,DFO,NGA,200.0,80000.0,FL 1786,8.698,11.728
195,GREEN Flood in Nepal from: 29 Aug 2001 00 to: 03 Sep 2001 23.,GREEN,1.0,GREEN,1.0,Nepal ,2001-08-29 00:00:00,2001-09-03 23:59:59,3.53,DFO,NPL,17.0,-1.0,FL 1788,84.794,27.839
196,GREEN Flood in South Africa from: 17 Aug 2001 00 to: 03 Sep 2001 23.,GREEN,1.0,GREEN,1.0,South Africa ,2001-08-17 00:00:00,2001-09-03 23:59:59,4.66,DFO,ZAF,0.0,15000.0,FL 1782,18.604,-33.855
197,GREEN Flood in Uganda from: 20 Aug 2001 00 to: 29 Aug 2001 23.,GREEN,1.0,GREEN,1.0,Uganda ,2001-08-20 00:00:00,2001-08-29 23:59:59,5.2,DFO,UGA,0.0,4000.0,FL 1785,30.015,0.653
198,GREEN Flood in China from: 25 Aug 2001 00 to: 25 Aug 2001 23.,GREEN,1.0,GREEN,1.0,China,2001-08-25 00:00:00,2001-08-25 23:59:59,3.75,DFO,CHN,15.0,2000.0,FL 1784,106.122,23.673
199,ORANGE Flood in Thailand from: 10 Aug 2001 00 to: 25 Aug 2001 23.,ORANGE,2.0,ORANGE,2.0,Thailand,2001-08-10 00:00:00,2001-08-25 23:59:59,4.82,DFO,THA,173.0,10000.0,FL 1776,105.953,18.361
200,GREEN Flood in Vietnam from: 20 Aug 2001 00 to: 22 Aug 2001 23.,GREEN,1.0,GREEN,1.0,Vietnam ,2001-08-20 00:00:00,2001-08-22 23:59:59,4.85,DFO,VNM,11.0,640.0,FL 1783,108.296,12.091
201,GREEN Flood in Pakistan from: 16 Aug 2001 00 to: 16 Aug 2001 23.,GREEN,1.0,GREEN,1.0,Pakistan ,2001-08-16 00:00:00,2001-08-16 23:59:59,3.48,DFO,PAK,6.0,-1.0,FL 1780,70.726,30.069
202,GREEN Flood in India from: 14 Aug 2001 00 to: 15 Aug 2001 23.,GREEN,1.0,GREEN,1.0,India ,2001-08-14 00:00:00,2001-08-15 23:59:59,3.78,DFO,IND,16.0,-1.0,FL 1779,76.148,32.606
203,GREEN Flood in Philippines from: 12 Aug 2001 00 to: 14 Aug 2001 23.,GREEN,1.0,GREEN,1.0,Philippines ,2001-08-12 00:00:00,2001-08-14 23:59:59,4.98,DFO,PHL,34.0,79000.0,FL 1777,122.872,7.799
204,ORANGE Flood in Iran from: 10 Aug 2001 00 to: 12 Aug 2001 23.,ORANGE,2.0,ORANGE,2.0,Iran ,2001-08-10 00:00:00,2001-08-12 23:59:59,5.67,DFO,IRN,600.0,15000.0,FL 1775,56.906,36.873
205,GREEN Flood in Russia from: 06 Aug 2001 00 to: 12 Aug 2001 23.,GREEN,1.0,GREEN,1.0,Russia,2001-08-06 00:00:00,2001-08-12 23:59:59,5.41,DFO,RUS,11.0,30000.0,FL 1773,133.797,43.649
206,GREEN Flood in Afghanistan from: 08 Aug 2001 00 to: 08 Aug 2001 23.,GREEN,1.0,GREEN,1.0,Afghanistan ,2001-08-08 00:00:00,2001-08-08 23:59:59,3.11,DFO,AFG,2.0,-1.0,FL 1774,69.155,34.619
207,GREEN Flood in Yemen from: 05 Aug 2001 00 to: 05 Aug 2001 23.,GREEN,1.0,GREEN,1.0,Yemen ,2001-08-05 00:00:00,2001-08-05 23:59:59,3.62,DFO,YEM,11.0,-1.0,FL 1771,44.033,16.378
208,GREEN Flood in USA from: 03 Aug 2001 00 to: 04 Aug 2001 23.,GREEN,1.0,GREEN,1.0,USA,2001-08-03 00:00:00,2001-08-04 23:59:59,4.59,DFO,USA,2.0,100.0,FL 1769,-83.026,37.08
209,GREEN Flood in North Korea from: 01 Aug 2001 00 to: 04 Aug 2001 23.,GREEN,1.0,GREEN,1.0,North Korea ,2001-08-01 00:00:00,2001-08-04 23:59:59,4.31,DFO,PRK,0.0,10000.0,FL 1770,126.694,38.107
210,GREEN Flood in Brazil from: 29 Sep 2001 00 to: 04 Oct 2001 23.,GREEN,1.0,GREEN,1.0,Brazil ,2001-09-29 00:00:00,2001-10-04 23:59:59,6.57,DFO,BRA,13.0,12000.0,FL 1802,-51.11,-26.202
211,GREEN Flood in India from: 30 Sep 2001 00 to: 02 Oct 2001 23.,GREEN,1.0,GREEN,1.0,India ,2001-09-30 00:00:00,2001-10-02 23:59:59,5.13,DFO,IND,12.0,9000.0,FL 1803,79.121,16.746
212,GREEN Flood in Mexico from: 24 Sep 2001 00 to: 02 Oct 2001 23.,GREEN,1.0,GREEN,1.0,Mexico,2001-09-24 00:00:00,2001-10-02 23:59:59,5.51,DFO,MEX,3.0,38000.0,FL 1799,-102.052,18.093
213,GREEN Flood in Phillipines from: 24 Sep 2001 00 to: 25 Sep 2001 23.,GREEN,1.0,GREEN,1.0,Phillipines,2001-09-24 00:00:00,2001-09-25 23:59:59,4.08,DFO,PHL,1.0,-1.0,FL 1800,121.539,18.154
214,ORANGE Flood in India from: 07 Sep 2001 00 to: 24 Sep 2001 23.,ORANGE,2.0,ORANGE,2.0,India,2001-09-07 00:00:00,2001-09-24 23:59:59,5.73,DFO,IND,146.0,30000.0,FL 1791,84.87,26.532
215,ORANGE Flood in China from: 19 Sep 2001 00 to: 22 Sep 2001 23.,ORANGE,2.0,ORANGE,2.0,China,2001-09-19 00:00:00,2001-09-22 23:59:59,4.77,DFO,CHN,25.0,100000.0,FL 1797,104.595,31.039
216,GREEN Flood in Rwanda from: 22 Sep 2001 00 to: 22 Sep 2001 23.,GREEN,1.0,GREEN,1.0,Rwanda ,2001-09-22 00:00:00,2001-09-22 23:59:59,3.25,DFO,RWD,10.0,-1.0,FL 1801,29.646,-2.592
217,GREEN Flood in Nicaragua from: 18 Sep 2001 00 to: 21 Sep 2001 23.,GREEN,1.0,GREEN,1.0,Nicaragua ,2001-09-18 00:00:00,2001-09-21 23:59:59,4.49,DFO,NIC,4.0,800.0,FL 1796,-92.607,15.23
