name,epoch,inclination_deg,raan_deg,eccentricity,arg_perigee_deg,mean_anomaly_deg,mean_motion_rev_per_day,altitude_km,orbit_type
SHIJIAN-6 02B (SJ-6 02B),2026-04-02 23:06:11.182752,97.7099,122.5099,0.0012258,324.5738,35.4671,15.01122292,570.5713461657342,LEO
DMSP 5D-3 F17 (USA 191),2026-04-02 22:22:38.400960,98.7408,101.0359,0.0008898,271.4522,88.5632,14.14975396,849.5328661081112,LEO
BADR-4,2026-04-02 21:33:02.670048,1.8111,81.9134,0.0007004,283.762,175.0496,1.00272966,35793.40088726861,GEO
NAVSTAR 59 (USA 192),2026-04-02 15:09:24.268896,54.9499,216.9998,0.0087138,89.8888,271.079,2.00553662,20190.225590254475,MEO
WILDBLUE-1,2026-04-02 20:53:51.429696,2.6094,81.4169,0.0001643,293.7337,18.3272,1.00273697,35793.19596670007,GEO
LAPAN-TUBSAT,2026-04-02 23:14:41.493120,98.1342,90.5043,0.0013642,72.33,287.9403,14.85869708,617.9943387647754,LEO
THEMIS A,2026-04-02 10:54:43.080192,7.2343,116.7201,0.8391624,184.0319,155.8345,0.87845649,39681.6901234844,GEO
SKYNET 5A,2026-04-02 21:52:38.290656,5.11,74.6385,0.000396,308.5967,231.3968,1.00271914,35793.695797846616,GEO
THEMIS D,2026-04-02 06:49:42.946176,6.9523,83.4868,0.8346423,219.9771,88.1384,0.87834971,39685.42243083672,GEO
THEMIS E,2026-04-02 14:55:29.395200,4.9052,100.3206,0.8394492,204.2561,222.7989,0.88160351,39572.03001999975,GEO
ANIK F3,2026-04-02 21:46:00.123168,1.0033,84.7186,0.0002861,296.0003,18.3184,1.00273462,35793.26184376588,GEO
HAIYANG-1B,2026-04-02 21:50:50.388288,98.3458,77.6929,0.0014685,66.5636,293.709,14.31007602,795.50179632858,LEO
SAUDISAT 3,2026-04-02 13:42:26.587584,98.1388,42.9561,0.0015944,106.531,253.765,14.71375497,663.8173883375175,LEO
SAUDICOMSAT 7,2026-04-02 21:37:39.943200,98.3721,65.5234,0.0057053,72.7802,287.9635,14.66014533,680.9570341606131,LEO
SAUDICOMSAT 6,2026-04-02 15:03:24.270336,98.403,58.7764,0.0071337,201.1414,158.6835,14.62466523,692.3580054193899,LEO
SAUDICOMSAT 5,2026-04-02 21:51:45.533088,98.3432,66.2949,0.0047611,4.1333,356.0255,14.6805915,674.4078429247993,LEO
SAUDICOMSAT 3,2026-04-02 15:51:40.273920,98.3087,66.598,0.0037951,291.7019,68.0147,14.70586762,666.3325344293507,LEO
SAUDICOMSAT 4,2026-04-02 09:11:00.277440,98.392,63.4431,0.0064385,134.4004,226.2494,14.6441402,686.0943308543456,LEO
ASTRA 1L,2026-04-02 21:18:34.058880,1.1275,82.1015,0.0004296,310.0196,94.2154,1.00271128,35793.91614314613,GEO
GALAXY 17 (G-17),2026-04-02 21:01:20.710560,2.7821,80.8287,0.000397,302.9702,37.7451,1.00271916,35793.69523717522,GEO
YAOGAN-2,2026-04-02 20:07:02.090496,98.2751,310.9033,0.0021086,153.7734,206.4551,14.82560005,628.392073056838,LEO
GLOBALSTAR M069,2026-04-02 19:26:26.088288,52.0014,105.4714,0.0001731,355.2113,175.6979,12.23470159,1584.5996602263003,LEO
GLOBALSTAR M072,2026-04-02 21:14:35.667456,51.9939,300.7234,0.0001617,135.6093,239.952,11.91656883,1725.5690516402137,LEO
COSMO-SKYMED 1,2026-04-02 22:25:00.458976,97.8866,284.1642,0.0001453,101.5069,258.6315,14.96720999,584.173050749997,LEO
TERRASAR-X,2026-04-02 12:13:03.396576,97.4465,101.2951,0.0001987,86.843,273.3032,15.19155206,515.5294724310806,LEO
COSMOS 2428,2026-04-02 21:18:59.693760,70.9425,152.5556,0.0009699,252.0017,108.0047,14.12948835,856.435382907368,LEO
WORLDVIEW-1 (WV-1),2026-04-02 20:45:43.725888,97.3849,213.6758,0.0001637,351.5056,8.6153,15.24027724,500.8435435776519,LEO
INTELSAT 11 (IS-11),2026-04-02 21:53:08.242944,3.37,79.5672,0.0002987,220.3382,316.4841,0.99048275,36140.2521466719,GEO
WGS F1 (USA 195),2026-04-02 21:13:27.050304,0.0765,83.6297,4.56e-05,284.4593,98.9968,1.00271126,35793.91670382487,GEO
NAVSTAR 60 (USA 196),2026-04-02 22:29:29.773824,54.0399,83.1653,0.0164072,86.2209,275.6556,2.00559209,20189.73584029236,MEO
GLOBALSTAR M066,2026-04-01 12:58:32.933280,51.9578,277.9445,0.0004068,234.3017,141.3905,12.30387713,1554.7527063008893,LEO
COSMOS 2433 [GLONASS-M],2026-03-31 00:27:15.111360,65.6193,318.5652,9.34e-05,250.3488,109.6996,2.13103725,19136.886774997594,MEO
COSMOS 2432 [GLONASS-M],2026-04-02 03:36:56.117664,65.6344,318.6196,0.000974,335.8587,163.7253,2.13103176,19136.93058421117,MEO
YAOGAN-3,2026-04-03 00:17:50.057088,97.8228,123.6209,0.0001182,85.3873,274.748,14.90489336,603.5457258822507,LEO
SKYNET 5B,2026-04-02 14:42:00.689472,5.0606,74.3869,0.0003947,295.0512,67.094,1.00271802,35793.72719547423,GEO
ASTRA 4A,2026-04-02 21:26:55.756896,0.049,52.7605,0.0002615,326.7448,138.2686,1.00270455,35794.10481259232,GEO
COSMO-SKYMED 2,2026-04-02 22:54:12.799584,97.8879,277.6404,0.0001296,88.1486,271.9876,14.82157656,629.6587268841968,LEO
RADARSAT-2,2026-04-02 23:01:02.918784,98.5806,100.9583,0.0001247,86.342,273.7905,14.29980317,798.93361914046,LEO
NAVSTAR 61 (USA 199),2026-04-02 00:05:28.480704,55.0932,277.213,0.0033828,161.2572,12.192,2.00555379,20190.073992261478,MEO
HORIZONS-2,2026-04-02 21:04:27.911712,2.4085,81.5418,0.0002792,301.4044,50.5845,1.00271204,35793.89483736805,GEO
COSMOS 2434 [GLONASS-M],2026-03-26 11:38:23.561088,64.3174,194.7028,0.0003008,65.629,306.3532,2.13101314,19137.07916986648,MEO
COSMOS 2436 [GLONASS-M],2026-04-02 10:15:11.541024,64.325,194.5407,0.0017276,3.0009,67.4276,2.13100212,19137.167109334812,MEO
THURAYA-3,2026-04-01 21:34:38.569728,5.8624,35.6638,0.0002395,332.7087,244.0261,1.00272855,35793.43200401591,GEO
THOR 5,2026-04-02 21:25:18.411744,0.023,237.4542,0.0002517,136.906,137.446,1.00271028,35793.94417710567,GEO
AMC-14,2026-04-02 21:38:39.630912,23.9014,21.4268,0.0050225,20.1398,160.0613,1.00333538,35776.429233281146,MEO
NAVSTAR 62 (USA 201),2026-04-02 08:31:56.042400,54.4846,152.955,0.0208595,246.6989,111.1711,2.00570266,20188.75967448124,MEO
DIRECTV 11,2026-04-02 20:57:13.605696,0.0103,90.6194,3.27e-05,258.844,56.8535,1.00272658,35793.487229375445,GEO
ICO G1,2026-03-31 21:03:59.914656,5.5127,36.2963,0.0002443,316.5333,59.5524,1.00272855,35793.43200401591,GEO
VINASAT-1,2026-04-02 22:03:07.286112,0.0162,225.9656,0.0002591,184.9142,243.0999,1.00270586,35794.06808776501,GEO
STAR ONE C2,2026-04-02 12:33:37.883232,1.0481,83.094,0.0002979,299.387,291.7957,1.00271652,35793.76924595993,GEO
CARTOSAT-2A,2026-04-02 23:01:41.337408,97.7725,144.209,0.0011828,3.6773,356.4524,14.79143547,639.165845016053,LEO
CUTE-1.7+APD II (CO-65),2026-04-02 22:10:56.146080,97.8237,72.8419,0.0007087,289.4673,70.5789,15.08720869,547.2445487324248,LEO
CANX-2,2026-04-02 21:49:34.771872,97.8583,71.2807,0.0008933,304.4281,55.61,15.05061183,558.454880622834,LEO
SEEDS II (CO-66),2026-04-02 22:18:36.280512,97.7524,87.3911,0.0002652,164.2024,195.9299,15.30160514,482.46997003323213,LEO
AMOS-3,2026-04-02 21:24:18.508032,0.2616,87.2122,6.4e-05,198.4879,222.4865,1.00273611,35793.220074873025,GEO
GALAXY 18 (G-18),2026-04-02 13:59:42.246240,0.0237,212.1239,0.0003086,161.7788,263.9518,1.00270736,35794.026036534226,GEO
YUBILEINY (RS30),2026-04-02 22:21:53.586144,82.5047,42.2403,0.0020362,113.5004,246.8218,12.43176765,1500.3021732806756,LEO
COSMOS 2437,2026-04-02 22:45:22.993920,82.5026,44.2307,0.0021203,130.854,338.5911,12.42757404,1502.0728227102609,LEO
COSMOS 2438,2026-04-02 23:02:24.246240,82.5038,39.6365,0.0022255,106.9817,253.3705,12.43367222,1499.4983437834535,LEO
COSMOS 2439,2026-04-02 22:01:40.431648,82.5076,44.5749,0.0021762,117.1771,243.153,12.43068612,1500.7587276449294,LEO
FENGYUN 3A,2026-04-02 13:24:57.606048,98.6829,34.8308,0.0008584,353.5763,6.5302,14.19553734,833.9994232140816,LEO
ZHONGXING-9,2026-04-02 21:51:53.362656,0.577,86.3051,0.0007651,263.1938,262.1107,1.00272169,35793.62431239461,GEO
FGRST (GLAST),2026-04-02 11:02:09.949632,25.5837,10.1255,0.0008348,150.488,209.613,15.23521087,502.3669169857312,LEO
SKYNET 5C,2026-04-02 09:21:35.875584,3.5959,77.9203,0.0005498,307.7772,287.6279,1.00271826,35793.720467406245,GEO
TURKSAT 3A,2026-04-02 14:46:45.234048,0.049,70.4071,0.0005403,327.1964,57.0415,1.0027519,35792.77744309656,GEO
INTELSAT 25 (IS-25),2026-04-02 21:16:34.251456,2.5139,81.2118,0.0003082,248.8487,148.8111,1.00271599,35793.78410382327,GEO
ECHOSTAR 11,2026-04-02 20:54:13.893696,0.8106,84.9791,0.000279,263.2154,46.7734,1.00273341,35793.29576354692,GEO
SUPERBIRD-C2,2026-04-02 22:04:22.166400,2.1675,82.1889,0.0003216,359.5604,216.6043,1.00270088,35794.207698603066,GEO
INMARSAT 4-F3,2026-04-02 20:57:36.069696,4.2295,31.3356,0.0002751,348.3948,27.8924,1.00272943,35793.407334878204,GEO
HUANJING 1A (HJ-1A),2026-04-02 23:31:33.329568,97.6654,81.7515,0.0019853,29.8895,330.3449,14.83803924,624.4796541656469,LEO
HUANJING 1B (HJ-1B),2026-04-02 23:36:45.052128,97.6495,85.1487,0.0037959,70.8485,289.6833,14.83168496,626.4775419385596,LEO
GEOEYE 1,2026-04-02 22:29:57.182496,98.127,167.8139,0.000301,309.2102,50.8833,14.64654067,685.3232361010478,LEO
NIMIQ 4,2026-04-02 21:02:05.639424,0.0242,245.2217,0.0002046,136.295,43.208,1.00270188,35794.1796642055,GEO
GALAXY 19 (G-19),2026-04-02 20:57:36.069696,0.026,249.2857,0.0002882,127.5504,31.7726,1.00272797,35793.44826324004,GEO
THEOS,2026-04-02 22:23:42.775008,98.5652,152.6348,0.0001154,100.2267,259.9041,14.20121716,832.0781875089888,LEO
SHIJIAN-6 03A (SJ-6 03A),2026-04-02 21:47:52.656576,97.8488,123.6255,0.0009848,271.0003,89.01,15.16398271,523.8737912070355,LEO
SHIJIAN-6 03B (SJ-6 03B),2026-04-02 23:54:19.482912,97.863,111.6331,0.0018346,296.3768,63.5574,15.04041711,561.5858165754771,LEO
COSMO-SKYMED 3,2026-04-02 21:34:45.167232,97.837,310.2062,0.0016232,156.9048,203.2911,15.06461324,554.160615086339,LEO
SHIYAN-3 (SY-3),2026-04-02 22:52:05.318112,98.6141,120.2077,0.0013516,0.844,359.2763,14.30776674,796.2728933334065,LEO
CHUANGXIN 1-02 (CX-1-02),2026-04-02 22:44:23.873856,98.6212,119.9399,0.0014342,6.5236,353.6131,14.30136836,798.4104751153573,LEO
ASTRA 1M,2026-04-02 21:31:02.861760,0.1051,74.7071,0.000274,354.0577,104.5905,1.00271335,35793.858112997936,GEO
YAOGAN-4,2026-04-02 12:53:48.197760,97.927,26.6326,0.0013439,322.2464,37.7806,14.83050073,626.8500406020357,LEO
EUTELSAT HOTBIRD 13C,2026-04-02 21:11:12.265440,2.7575,80.0617,0.0004099,299.4946,79.1656,1.0027417,35793.06337236482,GEO
GOSAT (IBUKI),2026-04-02 14:13:23.013408,98.0789,204.6583,0.0001049,94.1523,265.9801,14.67546103,676.0497742066245,LEO
STARS (KUKAI),2026-04-02 09:51:33.507936,98.1504,36.6886,0.0010099,64.1552,296.0708,14.95190349,588.918988309536,LEO
KKS-1 (KISEKI),2026-04-02 21:24:08.534016,98.1191,14.1566,0.0008076,164.2885,195.858,14.82923495,627.2482455733762,LEO
EXPRESS-AM44,2026-04-02 21:22:26.188032,3.271,79.3015,0.0004316,292.1118,129.4195,1.00272108,35793.6414128085,GEO
NSS-9,2026-04-02 19:46:38.649216,1.0673,83.3224,0.000224,279.1113,308.4455,1.00271594,35793.78550550917,GEO
TELSTAR 11N,2026-04-02 21:14:49.418016,0.0188,188.4151,0.000258,176.8919,107.0723,1.00268648,35794.6113990948,GEO
NAVSTAR 63 (USA 203),2026-04-02 18:32:05.026560,54.4976,213.6777,0.0144705,61.5315,303.7705,2.00555056,20190.102510530618,MEO
WGS F2 (USA 204),2026-04-02 14:51:14.802912,0.0163,203.09,2.87e-05,203.9361,64.2431,1.0026912,35794.47907398018,GEO
SES-7 (PROTOSTAR 2),2026-04-02 18:31:05.121984,0.0864,78.1235,0.0001517,266.2364,232.7458,1.00270093,35794.20629688208,GEO
MEASAT-3A,2026-04-02 14:31:38.797824,0.0132,74.0297,0.0003233,305.6572,189.1703,1.00270202,35794.17573939356,GEO
GOES 14,2026-04-02 19:46:38.649216,1.4959,83.9582,0.0001794,291.9643,296.0969,1.00111005,35838.86474355353,GEO
FM-5,2026-04-02 21:00:58.246560,0.0205,253.1146,2.8e-05,41.5311,125.6441,1.00271556,35793.79615832579,GEO
TERRESTAR-1,2026-04-02 20:53:51.429696,5.1218,48.8056,0.0002893,323.4036,21.4738,1.00273123,35793.35687539073,GEO
COSMOS 2451,2026-04-02 22:43:46.905888,82.4882,139.0549,0.0007102,24.9052,335.2368,12.4086889,1510.0589682648633,LEO
COSMOS 2453,2026-04-02 23:04:06.595680,82.4877,134.6447,0.0006296,340.4041,19.6794,12.41518482,1507.3096901436375,LEO
DEIMOS-1,2026-04-02 23:08:24.568800,97.7298,253.4913,0.0002717,81.1301,279.0217,14.75155716,651.7940152979136,LEO
DUBAISAT-1,2026-04-02 22:15:53.914176,97.9921,227.0667,0.0009449,317.7417,42.3062,14.74977319,652.3602703917404,LEO
UK-DMC 2,2026-04-02 21:46:46.093152,97.87,229.7713,0.0001492,98.351,261.7869,14.75906417,649.4124435602189,LEO
APRIZESAT 4,2026-04-02 22:23:10.253184,98.1446,166.7503,0.0042854,204.068,155.8531,14.83760775,624.6152764275394,LEO
NANOSAT 1B,2026-04-02 21:20:45.473280,98.1062,209.2629,0.0050688,53.5504,307.0371,14.92837946,596.2286619894967,LEO
APRIZESAT 3,2026-04-02 22:11:30.532416,98.1945,242.5996,0.0061205,316.4014,43.2377,14.95991437,586.4341232372108,LEO
ASIASAT 5,2026-04-02 21:54:08.148384,0.0144,217.906,0.0001707,147.4193,254.9747,1.00271727,35793.74822070398,GEO
NAVSTAR 64 (USA 206),2026-04-02 11:45:40.303584,56.1661,30.4253,0.0052398,80.8819,30.8967,2.00558623,20189.787577729156,MEO
JCSAT-12 (JCSAT-RA),2026-04-02 22:03:14.773536,0.0165,210.1895,9.35e-05,144.6616,299.2609,1.00268906,35794.539068712824,GEO
OPTUS D3,2026-04-02 19:56:51.567360,0.8643,269.9609,0.0003197,100.0404,276.4941,1.00272234,35793.60609066119,GEO
NIMIQ 5,2026-04-02 21:04:50.375712,0.0414,85.1908,0.0002898,289.1973,60.3288,1.00272725,35793.46844712628,GEO
OCEANSAT-2,2026-04-02 22:11:24.468864,98.2312,87.3042,0.0017546,86.2963,274.0209,13.99654731,902.1279925229392,LEO
SWISSCUBE,2026-04-02 16:48:35.606304,98.4082,359.2675,0.0008082,87.1588,273.0538,14.62326063,692.8103000699648,LEO
BEESAT-1,2026-04-02 11:10:43.604544,98.401,358.8205,0.0006502,99.2169,260.9767,14.61589817,695.1822676771362,LEO
ITUPSAT1,2026-04-02 11:01:11.224416,98.4097,358.0847,0.0008595,109.6602,250.5526,14.60320016,699.2778747467264,LEO
AMAZONAS 2,2026-04-02 21:08:12.552576,1.6199,84.0021,0.0003506,289.4137,74.0654,1.00272378,35793.565722583415,GEO
COMSATBW-1,2026-04-02 21:43:31.664640,0.0589,80.7663,0.00038,306.6743,192.6741,1.00271567,35793.79307461503,GEO
WORLDVIEW-2 (WV-2),2026-04-02 22:37:13.590624,98.4654,167.4575,0.000556,87.5118,272.6706,14.37921066,772.512523635347,LEO
DMSP 5D-3 F18 (USA 210),2026-04-02 21:33:21.269376,98.8997,73.8521,0.0012168,103.3464,256.9067,14.14852455,849.9511366599827,LEO
NSS-12,2026-04-02 21:41:46.832064,0.0709,59.6781,0.0004916,297.2026,216.8038,1.00273402,35793.27866348349,GEO
THOR 6,2026-04-02 21:25:18.411744,0.0157,202.0822,0.0002054,192.0992,117.5323,1.00272977,35793.39780363012,GEO
SMOS,2026-04-02 22:12:12.643776,98.4434,281.355,9.6e-05,97.0351,263.0947,14.39778468,766.3674908099756,LEO
PROBA-2,2026-04-02 10:46:15.099168,98.2444,276.8518,0.0013818,150.1655,210.0333,14.54807864,717.1257652057593,LEO
POISK,2026-04-02 20:14:17.914560,51.6328,312.9475,0.0006235,264.7845,95.2432,15.48729122,427.5797774363846,LEO
SJ-11-01,2026-04-02 22:18:01.405152,98.0006,76.0741,0.0009429,260.0801,184.6501,14.636102,688.6779488391794,LEO
COSMOS 2455,2026-04-02 16:32:06.224352,67.1466,76.5085,0.0005495,243.8715,116.1804,13.97043631,911.187577719721,LEO
INTELSAT 14 (IS-14),2026-04-02 21:12:42.122304,0.0412,72.5486,0.0002515,305.4781,86.3667,1.00273452,35793.26464705098,GEO
EUTELSAT 36B,2026-04-02 21:39:54.512064,0.3021,78.8976,0.0005963,296.8067,190.9844,1.0027264,35793.4922753564,GEO
INTELSAT 15 (IS-15),2026-04-02 21:49:46.066080,0.0197,235.9879,0.0002398,144.6841,223.1583,1.00272316,35793.583103271725,GEO
WGS F3 (USA 211),2026-04-02 15:31:59.312064,0.4098,85.6466,5.5e-05,353.2055,215.1082,1.00270258,35794.16004015494,GEO
YAOGAN-7,2026-04-02 22:33:54.207936,98.0172,339.2355,0.0023265,282.9327,76.9285,14.77932978,642.9933218549395,LEO
COSMOS 2456 [GLONASS-M],2026-04-02 11:13:06.504096,64.9682,73.5532,0.0006543,311.0047,175.3679,2.13103437,19136.909756856672,MEO
COSMOS 2457 [GLONASS-M],2026-04-02 06:12:19.444896,64.9536,73.4058,0.0001469,194.5749,259.6616,2.13100878,19137.11396252377,MEO
YAOGAN-8,2026-04-02 21:48:15.054912,100.2282,341.3711,0.0021448,132.205,228.0882,13.05077044,1249.3995187296177,LEO
XIWANG-1 (HOPE-1),2026-04-02 22:17:23.810784,100.3954,47.9878,0.0008028,48.4634,311.7167,13.16436594,1205.4985395138438,LEO
DIRECTV 12,2026-04-02 20:56:13.701984,0.0335,351.7844,4.41e-05,47.3172,3.4356,1.0027239,35793.5623585813,GEO
BEIDOU-2 G1,2026-04-02 20:22:54.398208,4.1181,60.6081,0.0004227,289.9929,286.7864,1.00271216,35793.89147330028,GEO
SDO,2026-04-01 23:50:38.939136,34.4931,87.4907,5.94e-05,25.046,333.6858,1.00274206,35793.05328066106,GEO
INTELSAT 16 (IS-16),2026-04-02 19:21:07.822656,0.0191,224.3864,0.0002091,171.8667,8.9729,1.00270461,35794.10313053741,GEO
COSMOS 2460 [GLONASS-M],2026-04-01 10:14:24.085824,65.4638,317.0651,0.000216,48.1331,129.1168,2.13106036,19136.70236341236,MEO
EWS-G2 (GOES 15),2026-04-02 21:42:21.667680,1.0808,84.3635,0.0003201,17.7193,118.0304,1.00271605,35793.78242180035,GEO
YAOGAN-9 01A,2026-04-02 13:13:45.309504,63.3654,193.9319,0.053119,21.1199,341.0889,13.45685652,1095.3112996035115,LEO
YAOGAN-9 01B,2026-04-02 19:53:17.846592,63.3667,192.8499,0.0532035,20.294,341.8384,13.45692661,1095.2853742081898,LEO
YAOGAN-9 01C,2026-04-02 12:42:56.835072,63.3664,194.1409,0.0532683,20.6216,341.5448,13.4569491,1095.2770554922818,LEO
ECHOSTAR 14,2026-04-02 15:25:04.636128,0.0209,204.8933,0.0001935,179.6595,278.7981,1.00268357,35794.69298140949,GEO
CRYOSAT 2,2026-04-02 21:21:08.858304,92.0252,259.0413,0.0002428,96.7836,263.3648,14.51897261,726.5955965195981,LEO
SES-1,2026-04-02 20:56:43.654272,0.0333,281.9935,0.0002756,93.4394,28.9544,1.00269417,35794.39581061605,GEO
COSMOS 2463,2026-04-02 19:52:20.407008,82.9585,305.0945,0.0035741,341.2411,32.0117,13.71660328,1000.7532410061885,LEO
ASTRA 3B,2026-04-02 21:32:10.253760,1.2745,84.4544,0.0003567,304.4179,148.8873,1.00271727,35793.74822070398,GEO
COMSATBW-2,2026-04-02 08:33:38.721024,0.0269,238.5045,0.0002935,154.9029,298.9411,1.00277857,35792.02984506399,GEO
NAVSTAR 65 (USA 213),2026-04-01 04:10:36.476256,54.2829,211.6633,0.0127024,66.0199,292.4104,2.00558637,20189.78634167824,MEO
BEIDOU-2 G3,2026-04-02 21:48:16.210080,4.3384,61.8093,0.0008482,329.7188,206.4558,1.00272752,35793.4608781661,GEO
BADR-5,2026-04-02 19:50:12.534144,0.0409,128.6365,0.000236,301.4717,84.6151,1.00276555,35792.39481004218,GEO
SJ-12,2026-04-02 23:09:39.204576,97.7671,108.8957,0.0006698,11.7208,348.4179,15.16027172,524.9989145734926,LEO
TANDEM-X,2026-04-02 10:38:12.317568,97.4464,101.2279,0.0001722,92.4461,267.6971,15.19154987,515.5301342682778,LEO
COMS 1,2026-04-02 22:02:07.381536,4.611,76.4066,0.0001172,309.8889,263.637,1.00271416,35793.835405603,GEO
ARABSAT-5A,2026-04-02 21:33:55.086336,0.0784,50.5369,0.0003847,351.6707,142.9643,1.00272447,35793.546379580395,GEO
ECHOSTAR 15,2026-04-02 15:25:04.586016,0.0444,74.6158,0.0001972,301.8689,286.9412,1.00272961,35793.402288922654,GEO
CARTOSAT-2B,2026-04-02 22:54:27.014112,98.0043,143.953,0.001263,74.9192,285.3415,14.78577068,640.9562412445939,LEO
ALSAT-2A,2026-04-02 22:59:43.279584,97.7644,98.6424,0.0002022,91.5654,268.5787,14.74365149,654.30424516316,LEO
TISAT 1,2026-04-02 07:54:23.731776,98.0672,32.3548,0.0004042,123.3162,236.8464,15.28768023,486.63103171365765,LEO
BEIDOU-2 IGSO-1,2026-03-27 15:19:55.702560,54.2909,163.6978,0.0057461,222.7538,133.1758,1.00295665,35787.03885862106,GEO
NILESAT 201,2026-04-02 21:23:33.580032,0.0277,139.4864,0.0002829,247.8973,117.7278,1.00272028,35793.66383960709,GEO
RASCOM-QAF 1R,2026-04-02 21:26:18.317184,0.025,126.6052,0.0006473,241.3973,147.685,1.00271351,35793.85362758417,GEO
YAOGAN-10,2026-04-02 23:14:33.340416,97.9046,116.9605,0.0001586,87.1581,1.6688,14.85113517,620.3665777236201,LEO
AEHF-1 (USA 214),2026-04-02 13:00:42.784704,8.0348,69.0332,0.0004352,292.3005,54.8408,1.00279659,35791.5247375936,GEO
COSMOS 2467,2026-04-02 12:31:54.395040,82.452,112.3642,7.71e-05,54.8765,100.5505,12.4298324,1501.1191616244478,LEO
STRELA 3,2026-04-02 23:57:56.638080,82.4545,125.2661,0.0006482,241.831,118.2113,12.4079114,1510.38819151384,LEO
COSMOS 2468 (RODNIK-S 3),2026-04-02 19:29:09.400704,82.4557,109.4434,0.0015885,111.0974,62.5277,12.43744779,1497.9054595855678,LEO
YAOGAN-11,2026-04-02 16:51:00.302976,98.3965,315.2063,0.0035808,123.6015,236.8622,14.81961924,630.2751272340884,LEO
ZHEDA PIXING 1B,2026-04-02 22:32:38.352192,97.9426,70.5997,0.0019761,164.7601,195.4216,14.90938643,602.1444298385886,LEO
ZHEDA PIXING 1C,2026-04-02 22:02:21.590880,97.9734,73.7549,0.0019171,170.6371,189.5208,14.9068493,602.9356219389747,LEO
SBSS (USA 216),2026-04-02 22:07:44.000256,97.7438,336.9042,0.0083571,102.9346,69.2983,15.15965903,525.184718273822,LEO
SHIJIAN-6 04A (SJ-6 04A),2026-04-02 23:41:49.913664,97.8353,113.6206,0.0020264,122.6932,237.6258,15.17027119,521.9682540999111,LEO
SHIJIAN-6 04B (SJ-6 04B),2026-04-03 00:07:49.961568,97.87,97.6403,0.0010964,200.1248,159.9543,14.99161851,576.621649906202,LEO
XM-5,2026-04-02 15:23:06.249984,0.0657,269.4387,0.0003967,268.5394,128.5726,1.00269944,35794.24806821741,GEO
GLOBALSTAR M079,2026-04-02 11:02:55.034880,52.0063,339.1949,6.59e-05,104.3701,66.6112,12.62264591,1420.7481810088411,LEO
GLOBALSTAR M074,2026-04-02 22:15:56.525184,52.0042,337.05,6.03e-05,73.9894,301.3999,12.62266947,1420.7384855613127,LEO
GLOBALSTAR M076,2026-04-02 22:53:49.349760,52.0055,337.1658,4.1e-05,90.6767,284.7869,12.62271135,1420.7212511135958,LEO
GLOBALSTAR M077,2026-04-02 23:06:47.887200,52.0019,10.25,6.46e-05,144.1416,298.7784,11.68156188,1833.7981026153884,LEO
GLOBALSTAR M075,2026-04-02 12:37:59.696832,51.9974,20.5616,5.85e-05,74.2376,96.7089,12.62265383,1420.7449217548628,LEO
GLOBALSTAR M073,2026-04-02 19:24:28.025280,52.0063,293.7474,6.9e-05,111.6286,261.6275,12.62266088,1420.742020527865,LEO
BSAT-3B,2026-04-02 18:31:27.585984,0.0252,182.846,6.67e-05,109.0031,286.9564,1.00270377,35794.12667932137,GEO
BEIDOU-2 G4,2026-04-02 20:28:31.359072,3.4609,69.3709,0.0007511,214.9939,13.9619,1.0027142,35793.834284250945,GEO
FENGYUN 3B,2026-04-02 23:43:31.260000,98.9713,138.6548,0.0022777,42.1615,21.9889,14.14823262,850.0504661462246,LEO
COSMO-SKYMED 4,2026-04-02 23:12:27.340704,97.8874,277.6537,0.0001515,80.4861,279.6524,14.82156615,629.6620048485756,LEO
SKYTERRA 1,2026-04-02 20:56:36.165984,4.9663,50.8913,0.0002344,358.4338,354.7105,1.00271937,35793.68935012674,GEO
O/OREOS (USA 219),2026-04-02 17:07:06.715488,71.9698,251.254,0.0015896,216.0055,144.0046,14.93419316,594.4203729918963,LEO
HYLAS 1,2026-04-02 14:38:46.000032,5.4523,73.9288,0.0001981,285.4683,65.0448,1.00271642,35793.77204932937,GEO
INTELSAT 17 (IS-17),2026-04-02 21:42:21.667680,0.0179,205.6645,0.0002426,176.0042,201.1599,1.00271192,35793.898201436474,GEO
BEIDOU-2 IGSO-2,2026-03-27 10:45:38.648736,47.6922,272.8379,0.004807,212.2935,326.6285,1.00251076,35799.53844499866,GEO
